organisms,counts
Amycolatopsis jiangsuensis,2
Streptomyces olivoreticuli,2
Bifidobacterium aquikefiri,2
Microbacterium hydrocarbonoxydans,2
Auritidibacter ignavus,2
unclassified Brachybacterium,2
Leucobacter chromiisoli,2
Streptomyces sp. SS1-1,3
Tsukamurella asaccharolytica,2
Mycolicibacterium sp. S2-37,3
Streptomyces sp. MUSC 125,4
Nocardia aurantiaca,2
Streptomyces sp. W007,3
Nocardioides albidus,2
Nocardioides cavernaquae,2
Sanguibacter suarezii,2
Streptomyces glauciniger,2
Streptomyces sp. SID8367,3
Microbacterium gubbeenense,2
Streptomyces alanosinicus,2
Corynebacterium sp. CCUG 71335,4
Planosporangium flavigriseum,2
Streptomyces marokkonensis,2
Nonomuraea dietziae,2
Streptomyces sp. L-9-10,3
Streptomyces sp. Vc74B-19,3
Tamaricihabitans halophyticus,2
Streptomyces griseus,2
Streptomyces sp. G44,3
Micromonospora sp. C51,3
Streptomyces viridochromogenes,2
Bifidobacterium hapali,2
Mycobacterium sp. WY10,3
Streptomyces sp. RKAG337,3
Tersicoccus phoenicis,2
Streptomyces coelicoflavus ZG0656,3
Mycobacterium heckeshornense,2
Mycobacterium sp. PO1,3
Microlunatus sagamiharensis,2
Streptomyces aurantiacus JA 4570,4
Nocardioides sp. CFH 31398,4
Corynebacterium sp. Marseille-P4611,3
Streptomyces griseus subsp. griseus,4
Streptomyces sp. PTY087I2,3
Cryobacterium sp. PAMC25264,3
Jiangella muralis,2
Streptomyces sp. CB01249,3
Corynebacterium frankenforstense,2
Geodermatophilus sp. TF02-6,3
Corynebacterium sp. LK11,3
Actinomadura luteofluorescens,2
Corynebacterium epidermidicanis,2
Actinomyces sp. 565,3
Streptomyces sp. JHA19,3
Streptomyces gilvigriseus,2
Mycobacterium sp. 852002-40037_SCH5390672,3
Gulosibacter macacae,2
Microbacterium sp. ER1,3
Blastococcus sp.,2
Aeromicrobium endophyticum,2
Streptomyces sp. Root1304,3
Corynebacterium heidelbergense,2
unclassified Yonghaparkia,2
Streptomyces sindenensis,2
Streptomyces sp. SID8111,3
Salinibacterium sp. NK8237,3
Streptomyces violaceorubidus,2
Leucobacter insecticola,2
Microterricola viridarii,2
Actinomyces sp. Marseille-P3109,3
Pseudoglutamicibacter albus DNF00011,3
Amycolatopsis sp. MtRt-6,3
Salinispora arenicola,2
Nocardia aurea,2
Streptomyces sp. NRRL F-5123,4
Nocardia macrotermitis,2
Paeniglutamicibacter kerguelensis,2
Kribbella qitaiheensis,2
Corynebacterium pilosum,2
Bifidobacterium margollesii,2
Brachybacterium subflavum,2
Arthrobacter sp. ISL-30,3
Aeromicrobium chenweiae,2
Actinotalea ferrariae,2
Rhodococcus rhodochrous ATCC 21198,4
Streptomyces sp. NRRL F-6602,4
Gordonia rhizosphera NBRC 16068,4
Streptomyces sp. KhCrAH-43,3
Streptomyces sp. SN-593,3
Microbacterium sp. Leaf351,3
Candidatus Corynebacterium avicola,3
Bifidobacterium sp. SO4,3
Specibacter cremeus,2
Cryobacterium sp. HLT2-28,3
Streptomyces sparsogenes,2
Cellulomonas fulva,2
Mycobacterium sp. YC-RL4,3
Murinocardiopsis flavida,2
Streptomyces sp. DH20,3
Arthrobacter sp. Soil782,3
Arthrobacter sp. H41,3
Streptomyces sp. WZ.A104,3
Actinomadura mexicana,2
Streptomyces fagopyri,2
Sanguibacter suaedae,2
Sinomonas mesophila,2
Streptomyces sp. P3,3
Nocardia sp. CS682,3
Cellulomonas palmilytica,2
Streptomyces sp. CCM_MD2014,3
Phytoactinopolyspora endophytica,2
Glutamicibacter protophormiae,2
Rhodococcus sp. KBW08,3
Micromonospora sp. PSH25,3
Brachybacterium squillarum,2
Geodermatophilus poikilotrophus,2
Verrucosispora sp. FIM060022,3
Microbacterium endophyticum,2
Gulosibacter bifidus,2
Curtobacterium sp. BH-2-1-1,3
Streptomyces pinistramenti,2
Rhodococcus sp. GG48,3
Nocardia paucivorans,2
Lentzea alba,2
Brachybacterium nesterenkovii,2
Mycobacterium sp. 155,3
Cutibacterium avidum 44067,3
Microbacterium sp. cx-59,3
Rhodococcus sp. MSC1_016,3
Amycolatopsis sp. CA-230715,3
[Mycobacterium] fortunisiensis,2
Rhodococcus sp. 06-470-2,3
Blastococcus sp. DSM 46786,4
Streptomyces sp. Act143,3
Actinomyces mediterranea,2
Streptomyces sp. GB4-14,3
Actinoplanes campanulatus,2
Saccharothrix syringae,2
Yaniella halotolerans,2
Microbacterium halimionae,2
Ornithinimicrobium avium,2
Nocardioides perillae,2
Kocuria sp. WN036,3
Cryobacterium sp. TMT1-51,3
Corynebacterium dentalis,2
Leifsonia sp. TF02-11,3
Nocardioides sp. Root190,3
Rhodococcus sp. YH1,3
Brevibacterium sp. CCUG 69071,4
Planctomonas psychrotolerans,2
Streptomyces sp. AC627_RSS907,3
Streptomyces sp. NRRL F-5122,4
Rhodococcus sp. BP-252,3
Agromyces intestinalis,2
Dietzia sp.,2
Micromonospora aurantiaca,2
Rhodococcus fascians,2
Streptomyces sp. Go-475,3
Amycolatopsis dendrobii,2
Serinicoccus hydrothermalis,2
Streptomyces venezuelae ATCC 10712,4
Kribbella sp. VKM Ac-2541,4
Streptomyces sp. UNOB3_S3,3
Actinomyces sp. oral taxon 169,5
Bifidobacteriaceae bacterium NR026,3
Nocardia sp. 852002-51101_SCH5132738,3
Streptomyces sp. 43Y-GA-1,3
Mycobacterium xenopi,2
Pseudonocardia dioxanivorans,2
Leucobacter sp. H21R-36,3
Streptomyces sp. 2BBP-J2,3
Microlunatus speluncae,2
Bifidobacterium cebidarum,2
Streptomyces sp. RB17,3
Mobilicoccus pelagius,2
Microbacterium sp. CFBP 13617,4
Arthrobacter woluwensis,2
Curtobacterium sp. MCSS17_011,3
Actinocatenispora thailandica,2
Streptomyces xanthophaeus,2
Micrococcales bacterium KH10,3
Zhihengliuella halotolerans,2
unclassified Frigoribacterium,2
Streptomyces caniferus,2
Cellulomonas sp. PSBB021,3
Streptomyces sp. SID7499,3
Actinoplanes toevensis,2
Propionibacteriales bacterium,2
Dietzia aurantiaca,2
Saccharothrix espanaensis,2
Rathayibacter iranicus,2
Microbacterium sp. MEJ108Y,3
Paenarthrobacter aurescens,2
Streptomyces sp. MA5143a,3
Mycobacterium sp. E3247,3
Streptomyces sp. G1,3
Amycolatopsis bartoniae,2
Nocardioides baculatus,2
Brevibacterium sp. R8603A2,3
Streptomyces roseochromogenus,2
Microbacterium sp. HM58-2,3
Mycetocola spongiae,2
Mycobacterium marinum,2
Streptomyces sp. PSKA01,3
Arthrobacter sp. Leaf141,3
Nocardioides panaciterrulae,2
Streptomyces sampsonii,2
Kitasatospora azatica,2
Streptomyces lasalocidi,2
Micromonospora musae,2
Nocardiopsis metallicus,2
Streptomyces sp. BK022,3
Vaginimicrobium propionicum,2
Micrococcus sp. Mcc89,3
Segniliparus rotundus,2
Catellatospora bangladeshensis,2
Streptomyces rectiverticillatus,2
Mycobacterium sp. EPG1,3
Cutibacterium modestum 31N,3
Streptomyces sp. WAC06614,3
Bifidobacterium saguini,2
Streptomyces dysideae,2
Mycolicibacterium vinylchloridicum,2
unclassified Blastococcus,2
Streptomyces sp. HUCO-GS316,3
Mycobacteroides sp. LB1,3
Candidatus Brevibacterium intestinigallinarum,3
Kitasatospora sp. NA04385,3
Sanguibacter gelidistatuariae,2
Cellulomonas massiliensis,2
Nonomuraea terrae,2
Streptomyces lividans TK24,3
Nocardia arizonensis,2
Cellulomonas shaoxiangyii,2
Micromonospora sp. WMMA2032,3
Lentzea xinjiangensis,2
Actinomadura physcomitrii,2
Micromonospora sp. 4G51,3
Nocardia sp. Root136,3
Micromonospora vinacea,2
Saccharopolyspora aridisoli,2
Streptomyces reticuli,2
Micromonospora chalcea,2
Streptomyces sp. MBT57,3
Humibacter sp. RRB41,3
Nocardia sp. GTS18,3
Demequina sp. NBRC 110057,4
Streptomyces sp. QL37,3
Blastococcus sp. TF02-9,3
Streptomyces zinciresistens,2
Mycobacterium hodleri,2
Desertihabitans aurantiacus,2
Streptomyces sp. UH6,3
Micromonospora echinofusca,2
Gulosibacter sediminis,2
Streptomyces naganishii,2
Microbacterium sp. YJN-G,3
Micromonospora andamanensis,2
Ancrocorticia populi,2
Arthrobacter sp. NEB 688,4
Nocardioides mesophilus,2
Streptomyces sp. GKU 895,4
Blastococcus sp. DSM 44270,4
Streptomyces scabichelini,2
Rathayibacter sp. Leaf296,3
Streptosporangium sp. KLBMP 9127,4
Streptomyces sp. NRRL S-1831,4
Streptomyces paradoxus,2
Agromyces sp. NDB4Y10,3
Microbacterium sp. Nx66,3
Streptomyces sp. CS113,3
Brevibacterium sp. RIT 803,4
Nocardioides sp. Soil796,3
Microlunatus soli,2
Tenggerimyces flavus,2
Streptomyces sp. RO-S4,3
Smaragdicoccus niigatensis,2
Geodermatophilus telluris,2
Mycobacterium sp. IS-1590,3
Streptomyces apricus,2
Streptomyces sp. RP5T,3
Gordonia sp. McavH-238-E,3
Streptomyces sp. R301,3
Streptomyces spirodelae,2
Microbacterium sp. OVT16B,3
Jongsikchunia kroppenstedtii,2
Streptomyces decoyicus,2
Corynebacterium rouxii,2
Streptomyces sp. TRM70350,3
Salinispora pacifica,2
Microbacterium sp. K41,3
Streptomyces massasporeus,2
Protaetiibacter sp. 10F1B-8-1,3
Marihabitans asiaticum,2
Tessaracoccus rhinocerotis,2
Rathayibacter sp. VKM Ac-2835,4
Rhodococcus sp. HM1,3
Galbitalea soli,2
Rhodococcus sp. ABRD24,3
Brevibacterium iodinum,2
Demequina silvatica,2
Bifidobacterium breve,2
Nocardia brevicatena,2
Agreia sp. Leaf335,3
Amycolatopsis suaedae,2
Arthrobacter sp. Leaf234,3
Mycolicibacterium wolinskyi,2
Austwickia chelonae NBRC 105200,4
Corynebacterium stationis,2
Mycobacterium tuberculosis variant bovis BCG str. ATCC 35743,8
Rathayibacter sp. VKM Ac-2803,4
Glutamicibacter soli,2
Streptomyces sp. AVP053U2,3
Nocardioides cavernae,2
Cryobacterium sp. TMT2-16,3
Microbispora sp. H13382,3
Streptomyces piniterrae,2
Streptomyces sp. ISL-96,3
Streptomyces sp. NRRL S-1448,4
Actinomyces slackii,2
Nocardia farcinica,2
Saccharothrix coeruleofusca,2
Streptomyces sp. KCTC 0041BP,4
Nocardia veterana,2
Streptomyces sp. AJS327,3
Actinokineospora terrae,2
Streptomyces cyaneogriseus,2
Corynebacterium lipophiloflavum DSM 44291,4
Rhodococcus hoagii ATCC 33707,4
Mycobacterium crocinum,2
Blastococcus sp. PRF04-17,3
Cellulosimicrobium cellulans,2
Streptomyces parvulus,2
Aeromicrobium sp. zg-Y1362,3
Corynebacterium resistens,2
Acaricomes phytoseiuli,2
Streptomyces sp. SS06011,3
Streptomyces hygroscopicus subsp. limoneus,4
Corynebacterium sp. HMSC30G07,3
Streptomyces resistomycificus,2
Bifidobacterium sp. A11,3
Brachybacterium ginsengisoli,2
Streptomyces avermitilis,2
Streptomyces sp. WAC00469,3
Mycobacterium rhizamassiliense,2
Phycicoccus sp. BSK3Z-2,3
Agromyces atrinae,2
Sinomonas albida,2
Sphaerisporangium sp. H8589,3
Paenarthrobacter nitroguajacolicus,2
Microbacterium gorillae,2
Rhodococcus sp. 06-621-2,3
Lentzea guizhouensis,2
Rhodococcus corynebacterioides,2
Mycobacterium paraense,2
Cryobacterium sp. MP_M3,3
Arcanobacterium pinnipediorum,2
Saccharomonospora viridis DSM 43017,4
Rhodococcus sp. MS13,3
Paenarthrobacter ilicis,2
Streptomyces sp. DH12,3
Streptomyces ambofaciens,2
Rhodococcus erythropolis,2
Arthrobacter sp. 35/47,3
Cryobacterium sp. TMB1-7,3
Microbacterium sp. W2R,3
Mycolicibacterium tokaiense,2
Nocardiopsis salina,2
Mycobacterium avium subsp. paratuberculosis 10-5864,5
Kineococcus xinjiangensis,2
Corynebacterium sp. Marseille-P3884,3
Kineosporia corallincola,2
Herbidospora daliensis,2
Diaminobutyricimonas aerilata,2
Streptomyces pratensis,2
Corynebacterium sp. HMSC074C04,3
Streptomyces formicae,2
Mycobacterium sp. NAZ190054,3
Streptomyces sp. PsTaAH-137,3
Micrococcus luteus,2
Streptomyces lycii,2
Actinomadura sp. WMMB 499,4
Embleya hyalina,2
Mycobacterium tuberculosis variant africanum,4
Polymorphospora rubra,2
Corynebacterium sp. J010B-136,3
Mycolicibacterium smegmatis MC2 155,4
unclassified Nesterenkonia,2
Nocardioides cynanchi,2
Streptomyces sp. CB00072,3
Frankia elaeagni,2
Nocardioides acrostichi,2
